sentiment,text
1,"I like Angelina Jolie, she's one of those people that when I see them I could imagine us getting along."
0,"Secondly, I wanna blame Honda."
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
0,"naturally, I hate Harvard...."
1,"With that said god i cant wait to go there, seattle is awesome."
0,I hate the exodus of subarus and honda crv's and volvos.
1,"As much as I love the Lakers and Kobe, I still have to state the facts..."
0,Allstate sucks!..
0,The real point of this post is that the San Antonio Spurs suck.
0,I hate the exodus of subarus and honda crv's and volvos.
1,shanghai was awesome.
1,"I love paris hilton, britney spears and jessica simpson."
0,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable."
1,I need to pay Geico and a host of other bills but that is neither here nor there.
0,seattle sucks anyways.
1,More reason to love San Francisco.
0,UCLA is sucking up the game big time...
1,There is a Taste of China right by GEICO that has great food.
1,I love the Los Angeles LAKERS!!!.
1,"I miss my UCLA buds a lot, especially my BW friends."
1,I absolutely love my MacBook Pro.
1,I need some of that geico balboa stuff..
1,I think at this moment i love San Francisco better than L. A..
0,Geico sucks.
0,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves..."
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
0,• San Francisco prohibits kerchoo powders and stink balls..
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
1,"Geico would be great, and I really hope that works out."
1,"It should be fun, I miss London sometimes.."
1,I loved Boston and MIT so much and still do.
1,i try to enjoy my time here in san francisco.......
1,I love Harvard Square in the fall.
0,"Also, leaving keys in a visible place in San Francisco is just plain stupid."
1,I fucking love Paris Hilton....
0,Oh my god I LOVE Pommes mit Mayo.
0,THIS SONG SUCKSSSSSSS i hate paris hilton.....
1,"Why did I recognize how brilliant Volkswagen Rabbit's "" Multiply "" commercial was the first time I watched it."
1,MIT's Naxos Music Library subscription is AWESOME..
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
0,GEICO can go suck a french fry. They're sorta dicks to non clients.(
0,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.
1,anyways i loved beijing as much as i loved shanghai.
1,And Tom Cruise is beautiful....
1,I love Harvard Square in the fall.
0,stupid lakers!!!!!!!!!!!
1,seriously I love his Honda man.
0,i hate the lakers..
0,+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..
1,Just wanted to say that i love the new macgyver mastercard commercial!(
1,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
1,harvard is for dumb people.
1,"If God exists, why are morons like Paris Hilton considered beautiful?.("
0,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it)."
0,Stupid shanghai traffic and terrible taxi drivers.
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
1,adwin and i both dun want mit to be in the same class as us next year.
1,I'd love a Toyota van..
1,then again i hate tom cruise..
0,Seattle sucks......
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
0,"besides, UCLA was a stupid dream..."
0,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
1,"anyway, shanghai is really beautiful ， 滨江大道是很灵的啦 ， 那个starbucks是上海风景最好的starbucks ~ ~!!!"
1,I miss Purdue right now..
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
1,= D i love Tom Cruise!!!
0,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april..."
1,Emma sent me an email telling me that she's sick of London and that she's moving to Leeds hopefully which'll be just great.
1,"Which reminds me of the funniest thing, when Eric suggested I belonged somewhere like Harvard."
1,Toyota is doing some amazing things with fuel economy.
1,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!"
1,"I love paris hilton, britney spears and jessica simpson."
0,I have found that Volkswagen has the most hilarious commercials ever.
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
0,stupid UCLA..
1,I love the lakers even tho Trav makes fun of me.
1,I'd love a Toyota van..
0,I hate Angelina Jolie.
1,We love Shanghai ， 希望大家都爱.
0,i wouldnt really recommend uk anymore i hate london.
0,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified..."
1,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
0,It seems to me that everything I want is in Seattle.
0,"I hate Boston College, I hate their Eagles, and I wish them nothing but pain, misery and blisters."
0,So i really hate Angelina Jolie thats not news..
1,i LOVE my macBook!
1,"I'm so glad I love Paris Hilton, too, or this would be excruciating."
1,The seattle scene is pretty amazing too....
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
1,I like honda civics!!!!!!.
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
0,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" — the sign listed several criteria of which my crappy Honda qualified for none."
1,which reminds me of how i hate tom cruise.
1,I detest the homeless population of San Francisco.
0,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
1,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
0,i wouldnt really recommend uk anymore i hate london.
1,I so want a MacBook.
1,"either or, not too big though, I think Angelina Jolie's are unattractive."
0,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;"
1,Some ugly Toyota wanna be Hummer Honda Element.....
0,As much as I hate Tom Cruise..
1,"I love Angelina Jolie and i love you even more, also your music on your site is my fav."
1,"Well, my job at GEICO has been great so far."
0,I hate Tom Cruise.
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
0,Seattle sucks!!
1," I LOVE SHANGHAI VERY MUCH!
I love the lakers even tho Trav makes fun of me.
I'm beginning to really distrust Toyota dealerships.
i love angelina jolie.
At the end of the day, we went to a houston rockets game that was absolutely horrible!!
we need at least ONE beautiful girl at ucla.
我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
stupid aaa..
Mind you, I blame the mother mit der early toilet training.
By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)
Talking to AAA was a somewhat unpleasant experience.
I thought the show Friday was just going to be one song for a stupid Purdue talent show.
This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.
usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!
I LOVE San Francisco, it is one of my favorite cities.
I need some of that geico balboa stuff..
I think Angelina Jolie is so much more beautiful than Jennifer Anniston.
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
& i adore my little honda < 3.
London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.
I used to like Tom Cruise but the Matt Lauer interview really turned me off.
 yeah i hate my macbook."
0,i bet i am the first person ever to comment on your site from london-stinking-england!
1,"I like being at Purdue, not with my family."
1,I told her that UCLA is excellent for both...
0,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!
0,I hate paris hilton too!
1,i do i love angelina jolie!..
0,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
1,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..
1,i miss AAA...
1,I told her that UCLA is excellent for both...
1,I love me some San Francisco values!
1,"I'm so glad I love Paris Hilton, too, or this would be excruciating."
1,There is a Taste of China right by GEICO that has great food.
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
1,I'd like to talk today about how much I hate Paris Hilton.....
1,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it."
0,GEORGE W BUSH AND HIS CORRUPT PARTY HAVE DESTROYED THIS COUNTRY AND MADE US HATED ALL AROUND THE WORLD.
0,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" — the sign listed several criteria of which my crappy Honda qualified for none."
1,and honda elements are assholes...
0,As much as I hate Tom Cruise..
1,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger.."
1,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it..."
1,"Wow, having XP on my MacBook would be awesome..."
